date,cityid,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh
2020-3-19,Chicago,-0.0139,-0.0257,-0.0187,0.00103
2020-3-19,Houston,-0.00894,.,0.000472,-0.00713
2020-3-19,Phoenix,0.00151,-0.0346,0.0137,0.0101
2020-3-19,San Diego,-0.00738,-0.0706,0.00703,-0.00133
2020-3-19,Dallas,0.01,-0.0268,0.0296,0.0124
2020-3-19,Las Vegas,-0.0413,.,-0.0341,-0.0122
2020-3-19,Seattle,-0.0119,-0.0714,0.00735,-0.0364
2020-3-19,Fort Worth,0.0248,-0.00712,0.0405,0.0258
2020-3-19,San Antonio,-0.0323,-0.0584,-0.00977,-0.0308
2020-3-19,San Jose,-0.0298,-0.0781,-0.0381,-0.0152
2020-3-19,Detroit,-0.0237,.,.,-0.00966
2020-3-19,Philadelphia,-0.0129,0.000536,.,-0.0288
2020-3-19,Columbus,-0.00636,-0.0257,.,0.000107
2020-3-19,Austin,-0.0213,-0.0737,.,0.000963
2020-3-19,Charlotte,-0.0172,-0.0599,-0.000885,-0.00382
2020-3-19,Indianapolis,-0.00028,-0.014,0.00108,0.0109
2020-3-19,Jacksonville,-0.0204,-0.0596,-0.0127,.
2020-3-19,Memphis,-0.00244,0.00158,-0.0115,.
2020-3-19,San Francisco,-0.0532,-0.0766,-0.0494,-0.056
2020-3-19,El Paso,0.0117,0.000563,.,.
2020-3-19,Baltimore,.,.,.,.
2020-3-19,Portland,-0.0467,.,-0.0422,-0.0352
2020-3-19,Boston,-0.033,-0.1,-0.029,-0.0175
2020-3-19,Oklahoma City,-0.0305,-0.0616,-0.0179,.
2020-3-19,Louisville,-0.00359,.,0.00446,-0.000618
2020-3-19,Denver,-0.00792,.,.,-0.0136
2020-3-19,Washington,-0.0169,0.0172,-0.0334,-0.00583
2020-3-19,Nashville,-0.00393,-0.0255,-0.0125,0.0304
2020-3-19,Milwaukee,-0.0178,-0.023,-0.0152,-0.0153
2020-3-19,Albuquerque,0.0228,.,0.0466,-0.00641
2020-3-19,Tucson,0.0142,0.0129,0.0267,-0.0214
2020-3-19,Fresno,-0.0222,-0.0876,.,0.00928
2020-3-19,Sacramento,-0.0165,-0.0725,0.0000389,-0.0246
2020-3-19,Atlanta,-0.0323,-0.0857,-0.0258,-0.00839
2020-3-19,Kansas City,-0.0147,.,-0.000863,-0.021
2020-3-19,Miami,-0.0208,-0.0483,-0.014,-0.00692
2020-3-19,Raleigh,0.012,.,0.0249,0.0336
2020-3-19,Omaha,-0.0305,-0.0647,.,-0.0136
2020-3-19,Oakland,-0.0253,-0.072,-0.0336,-0.0056
2020-3-19,Minneapolis,-0.0248,-0.025,-0.0334,-0.012
2020-3-19,Tampa,0.00463,-0.0137,-0.00146,0.0324
2020-3-19,New Orleans,-0.0681,-0.085,-0.0537,-0.0672
2020-3-19,Wichita,0.01,.,.,.
2020-3-19,Cleveland,-0.034,.,-0.0231,-0.00936
2020-3-19,Bakersfield,-0.00491,-0.0444,0.0135,-0.0186
2020-3-19,Honolulu,-0.0986,.,.,.
2020-3-19,Boise,-0.0245,-0.0763,.,.
2020-3-19,Salt Lake City,-0.0327,-0.115,0.00643,-0.0229
2020-3-19,Virginia Beach,.,.,.,.
2020-3-19,Colorado Springs,-0.0135,.,-0.00804,0.0158
2020-3-19,Tulsa,-0.025,-0.0492,-0.0119,-0.0264
2020-3-20,Los Angeles,-0.0232,-0.0911,-0.0113,-0.0272
2020-3-20,New York City,-0.0539,-0.0614,-0.058,-0.0473
2020-3-20,Chicago,-0.0186,-0.0309,-0.0237,-0.00305
2020-3-20,Houston,-0.0136,.,-0.0038,-0.0107
2020-3-20,Phoenix,-0.00403,-0.0419,0.00881,0.00464
2020-3-20,San Diego,-0.0155,-0.0801,-0.00128,-0.00831
2020-3-20,Dallas,0.00556,-0.0327,0.0245,0.0103
2020-3-20,Las Vegas,-0.0534,.,-0.0457,-0.0204
2020-3-20,Seattle,-0.0193,-0.0768,-0.000723,-0.0431
2020-3-20,Fort Worth,0.02,-0.0152,0.0372,0.0214
2020-3-20,San Antonio,-0.0381,-0.0657,-0.0148,-0.0351
2020-3-20,San Jose,-0.0391,-0.0857,-0.05,-0.0217
2020-3-20,Detroit,-0.0312,.,.,-0.0146
2020-3-20,Philadelphia,-0.0225,-0.0108,.,-0.0366
2020-3-20,Columbus,-0.0116,-0.0323,.,-0.00396
2020-3-20,Austin,-0.0275,-0.0846,.,-0.00017
2020-3-20,Charlotte,-0.0229,-0.0677,-0.00561,-0.00919
2020-3-20,Indianapolis,-0.00448,-0.0195,-0.00273,0.00725
2020-3-20,Jacksonville,-0.0268,-0.0736,-0.0163,.
2020-3-20,Memphis,-0.00768,-0.00554,-0.0154,.
2020-3-20,San Francisco,-0.0689,-0.0804,-0.0676,-0.0697
2020-3-20,El Paso,0.0015,-0.0106,.,.
2020-3-20,Baltimore,.,.,.,.
2020-3-20,Portland,-0.0571,.,-0.0542,-0.0424
2020-3-20,Boston,-0.0435,-0.115,-0.041,-0.0248
2020-3-20,Oklahoma City,-0.0371,-0.0694,-0.0221,.
2020-3-20,Louisville,-0.00884,.,0.000851,-0.0052
2020-3-20,Denver,-0.0126,.,.,-0.0177
2020-3-20,Washington,-0.0247,0.00732,-0.0433,-0.0112
2020-3-20,Nashville,-0.0097,-0.0327,-0.018,0.0252
2020-3-20,Milwaukee,-0.0224,-0.0282,-0.0202,-0.0178
2020-3-20,Albuquerque,0.0165,.,0.0389,-0.0115
2020-3-20,Tucson,0.00458,0.00212,0.0166,-0.0279
2020-3-20,Fresno,-0.0301,-0.0985,.,0.0029
2020-3-20,Sacramento,-0.0258,-0.0846,-0.00956,-0.0321
2020-3-20,Atlanta,-0.0394,-0.0944,-0.0344,-0.0126
2020-3-20,Kansas City,-0.0191,.,-0.00677,-0.0266
2020-3-20,Miami,-0.026,-0.0543,-0.0191,-0.0114
2020-3-20,Raleigh,0.00794,.,0.021,0.0309
2020-3-20,Omaha,-0.034,-0.0728,.,-0.0169
2020-3-20,Oakland,-0.0356,-0.0796,-0.0447,-0.0151
2020-3-20,Minneapolis,-0.0317,-0.0366,-0.0395,-0.0177
2020-3-20,Tampa,-0.00056,-0.0223,-0.00603,0.0289
2020-3-20,New Orleans,-0.0793,-0.0959,-0.0667,-0.0753
2020-3-20,Wichita,0.00665,.,.,.
2020-3-20,Cleveland,-0.0431,.,-0.032,-0.0137
2020-3-20,Bakersfield,-0.0105,-0.0502,0.00709,-0.0213
2020-3-20,Honolulu,-0.106,.,.,.
2020-3-20,Boise,-0.0381,-0.09,.,.
2020-3-20,Salt Lake City,-0.0386,-0.125,0.00143,-0.0262
2020-3-20,Virginia Beach,.,.,.,.
2020-3-20,Colorado Springs,-0.0191,.,-0.0149,0.0138
2020-3-20,Tulsa,-0.0298,-0.0578,-0.0161,-0.0287
2020-3-21,Los Angeles,-0.0331,-0.0991,-0.0223,-0.0358
2020-3-21,New York City,-0.0651,-0.0735,-0.0712,-0.0558
2020-3-21,Chicago,-0.0241,-0.0385,-0.0292,-0.00729
2020-3-21,Houston,-0.0188,.,-0.00852,-0.0145
2020-3-21,Phoenix,-0.0104,-0.051,0.00344,-0.00106
2020-3-21,San Diego,-0.0247,-0.0917,-0.0107,-0.0158
2020-3-21,Dallas,0.000273,-0.0402,0.0186,0.00788
2020-3-21,Las Vegas,-0.0668,.,-0.058,-0.029
2020-3-21,Seattle,-0.0278,-0.0838,-0.0101,-0.0501
2020-3-21,Fort Worth,0.0145,-0.0249,0.0334,0.0167
2020-3-21,San Antonio,-0.0445,-0.0738,-0.0203,-0.0398
2020-3-21,San Jose,-0.0493,-0.0953,-0.0633,-0.0287
2020-3-21,Detroit,-0.0401,.,.,-0.0204
2020-3-21,Philadelphia,-0.0332,-0.0242,.,-0.0448
2020-3-21,Columbus,-0.0178,-0.0406,.,-0.0085
2020-3-21,Austin,-0.0344,-0.0977,.,-0.00139
2020-3-21,Charlotte,-0.0293,-0.0767,-0.011,-0.0148
2020-3-21,Indianapolis,-0.00935,-0.0267,-0.00694,0.00325
2020-3-21,Jacksonville,-0.0332,-0.0876,-0.02,.
2020-3-21,Memphis,-0.0136,-0.0137,-0.0198,.
2020-3-21,San Francisco,-0.0857,-0.0854,-0.0875,-0.0841
2020-3-21,El Paso,-0.0113,-0.0255,.,.
2020-3-21,Baltimore,.,.,.,.
2020-3-21,Portland,-0.0683,.,-0.0671,-0.05
2020-3-21,Boston,-0.0553,-0.132,-0.0552,-0.0326
2020-3-21,Oklahoma City,-0.0447,-0.0783,-0.0268,.
2020-3-21,Louisville,-0.015,.,-0.00323,-0.0102
2020-3-21,Denver,-0.018,.,.,-0.0221
2020-3-21,Washington,-0.033,-0.00351,-0.0539,-0.017
2020-3-21,Nashville,-0.0162,-0.0413,-0.0242,0.0196
2020-3-21,Milwaukee,-0.0273,-0.0342,-0.0253,-0.0203
2020-3-21,Albuquerque,0.00947,.,0.0308,-0.0172
2020-3-21,Tucson,-0.00599,-0.0103,0.00565,-0.0345
2020-3-21,Fresno,-0.0389,-0.111,.,-0.0038
2020-3-21,Sacramento,-0.0357,-0.0981,-0.02,-0.0398
2020-3-21,Atlanta,-0.0477,-0.105,-0.0442,-0.0172
2020-3-21,Kansas City,-0.0244,.,-0.0138,-0.0326
2020-3-21,Miami,-0.0314,-0.061,-0.0243,-0.0159
2020-3-21,Raleigh,0.00312,.,0.0167,0.028
2020-3-21,Omaha,-0.0379,-0.0821,.,-0.0205
2020-3-21,Oakland,-0.0468,-0.0894,-0.0567,-0.0253
2020-3-21,Minneapolis,-0.0394,-0.05,-0.0464,-0.0238
2020-3-21,Tampa,-0.00649,-0.0327,-0.011,0.025
2020-3-21,New Orleans,-0.0909,-0.108,-0.0801,-0.0831
2020-3-21,Wichita,0.00295,.,.,.
2020-3-21,Cleveland,-0.0524,.,-0.0408,-0.0186
2020-3-21,Bakersfield,-0.017,-0.0577,-0.000267,-0.0239
2020-3-21,Honolulu,-0.114,.,.,.
2020-3-21,Boise,-0.0523,-0.105,.,.
2020-3-21,Salt Lake City,-0.0449,-0.135,-0.00423,-0.0295
2020-3-21,Virginia Beach,.,.,.,.
2020-3-21,Colorado Springs,-0.0251,.,-0.0222,0.0117
2020-3-21,Tulsa,-0.035,-0.0675,-0.0205,-0.031
2020-3-22,Los Angeles,-0.0439,-0.108,-0.0342,-0.0447
2020-3-22,New York City,-0.0772,-0.0864,-0.0855,-0.0647
2020-3-22,Chicago,-0.0301,-0.0472,-0.035,-0.0117
2020-3-22,Houston,-0.0245,.,-0.0137,-0.0184
2020-3-22,Phoenix,-0.0172,-0.061,-0.00241,-0.00696
2020-3-22,San Diego,-0.0348,-0.105,-0.0211,-0.0235
2020-3-22,Dallas,-0.00556,-0.0483,0.0121,0.00523
2020-3-22,Las Vegas,-0.0809,.,-0.0709,-0.0378
2020-3-22,Seattle,-0.037,-0.0915,-0.0208,-0.0572
2020-3-22,Fort Worth,0.00843,-0.0352,0.0291,0.0114
2020-3-22,San Antonio,-0.0513,-0.0824,-0.0264,-0.0447
2020-3-22,San Jose,-0.0602,-0.106,-0.0776,-0.036
2020-3-22,Detroit,-0.05,.,.,-0.0271
2020-3-22,Philadelphia,-0.0447,-0.0389,.,-0.0534
2020-3-22,Columbus,-0.0246,-0.05,.,-0.0135
2020-3-22,Austin,-0.0418,-0.112,.,-0.00277
2020-3-22,Charlotte,-0.0362,-0.0864,-0.0171,-0.0206
2020-3-22,Indianapolis,-0.0148,-0.0349,-0.0116,-0.00108
2020-3-22,Jacksonville,-0.0397,-0.102,-0.0238,.
2020-3-22,Memphis,-0.0201,-0.0229,-0.0247,.
2020-3-22,San Francisco,-0.103,-0.091,-0.109,-0.0988
2020-3-22,El Paso,-0.0265,-0.0437,.,.
2020-3-22,Baltimore,.,.,.,.
2020-3-22,Portland,-0.08,.,-0.0806,-0.0581
2020-3-22,Boston,-0.0685,-0.15,-0.0716,-0.0408
2020-3-22,Oklahoma City,-0.0529,-0.088,-0.0321,.
2020-3-22,Louisville,-0.0217,.,-0.0078,-0.0155
2020-3-22,Denver,-0.0241,.,.,-0.0267
2020-3-22,Washington,-0.0418,-0.0147,-0.0651,-0.023
2020-3-22,Nashville,-0.0233,-0.0504,-0.0311,0.0138
2020-3-22,Milwaukee,-0.0324,-0.0406,-0.0307,-0.0228
2020-3-22,Albuquerque,0.00163,.,0.0224,-0.0234
2020-3-22,Tucson,-0.0172,-0.0239,-0.00593,-0.0413
2020-3-22,Fresno,-0.0484,-0.124,.,-0.0107
2020-3-22,Sacramento,-0.0462,-0.112,-0.0311,-0.0477
2020-3-22,Atlanta,-0.0568,-0.117,-0.0551,-0.0224
2020-3-22,Kansas City,-0.0304,.,-0.0219,-0.0389
2020-3-22,Miami,-0.037,-0.0685,-0.0297,-0.0204
2020-3-22,Raleigh,-0.00237,.,0.0121,0.0249
2020-3-22,Omaha,-0.0422,-0.0924,.,-0.0241
2020-3-22,Oakland,-0.0587,-0.1,-0.0694,-0.0359
2020-3-22,Minneapolis,-0.048,-0.0652,-0.0541,-0.0304
2020-3-22,Tampa,-0.0129,-0.0444,-0.0163,0.0208
2020-3-22,New Orleans,-0.103,-0.12,-0.0937,-0.0906
2020-3-22,Wichita,-0.00094,.,.,.
2020-3-22,Cleveland,-0.0617,.,-0.0493,-0.024
2020-3-22,Bakersfield,-0.0244,-0.0665,-0.00855,-0.0265
2020-3-22,Honolulu,-0.123,.,.,.
2020-3-22,Boise,-0.0665,-0.12,.,.
2020-3-22,Salt Lake City,-0.0515,-0.145,-0.0105,-0.0327
2020-3-22,Virginia Beach,.,.,.,.
2020-3-22,Colorado Springs,-0.0316,.,-0.03,0.00922
2020-3-22,Tulsa,-0.0405,-0.078,-0.0252,-0.0332
2020-3-23,Los Angeles,-0.0553,-0.117,-0.0469,-0.0539
2020-3-23,New York City,-0.0899,-0.1,-0.101,-0.0739
2020-3-23,Chicago,-0.0365,-0.0572,-0.0413,-0.0161
2020-3-23,Houston,-0.0305,.,-0.0193,-0.0225
2020-3-23,Phoenix,-0.0245,-0.0718,-0.00866,-0.013
2020-3-23,San Diego,-0.0457,-0.12,-0.0323,-0.0315
2020-3-23,Dallas,-0.0119,-0.057,0.00485,0.00233
2020-3-23,Las Vegas,-0.0955,.,-0.0841,-0.0467
2020-3-23,Seattle,-0.0469,-0.0998,-0.0325,-0.0645
2020-3-23,Fort Worth,0.00182,-0.0463,0.0243,0.00583
2020-3-23,San Antonio,-0.0586,-0.0915,-0.0329,-0.0499
2020-3-23,San Jose,-0.0717,-0.117,-0.0926,-0.0434
2020-3-23,Detroit,-0.0611,.,.,-0.0348
2020-3-23,Philadelphia,-0.0569,-0.0548,.,-0.0622
2020-3-23,Columbus,-0.032,-0.0606,.,-0.0189
2020-3-23,Austin,-0.0496,-0.128,.,-0.0044
2020-3-23,Charlotte,-0.0439,-0.0971,-0.0239,-0.0265
2020-3-23,Indianapolis,-0.0208,-0.0442,-0.0166,-0.00573
2020-3-23,Jacksonville,-0.0462,-0.115,-0.0276,.
2020-3-23,Memphis,-0.0272,-0.033,-0.0299,.
2020-3-23,San Francisco,-0.122,-0.0971,-0.131,-0.114
2020-3-23,El Paso,-0.0437,-0.0644,.,.
2020-3-23,Baltimore,.,.,.,.
2020-3-23,Portland,-0.0921,.,-0.0946,-0.0665
2020-3-23,Boston,-0.0829,-0.168,-0.0899,-0.0494
2020-3-23,Oklahoma City,-0.0616,-0.0983,-0.0377,.
2020-3-23,Louisville,-0.0292,.,-0.0129,-0.0211
2020-3-23,Denver,-0.0308,.,.,-0.0315
2020-3-23,Washington,-0.0509,-0.026,-0.0769,-0.0292
2020-3-23,Nashville,-0.0308,-0.06,-0.0386,0.00776
2020-3-23,Milwaukee,-0.0379,-0.0477,-0.0363,-0.0254
2020-3-23,Albuquerque,-0.00701,.,0.0136,-0.0299
2020-3-23,Tucson,-0.029,-0.0385,-0.0179,-0.0482
2020-3-23,Fresno,-0.0584,-0.138,.,-0.0176
2020-3-23,Sacramento,-0.057,-0.128,-0.0427,-0.0554
2020-3-23,Atlanta,-0.0668,-0.13,-0.067,-0.0279
2020-3-23,Kansas City,-0.037,.,-0.0311,-0.0455
2020-3-23,Miami,-0.043,-0.0767,-0.0353,-0.0249
2020-3-23,Raleigh,-0.00849,.,0.00712,0.0218
2020-3-23,Omaha,-0.0469,-0.103,.,-0.0279
2020-3-23,Oakland,-0.0709,-0.112,-0.0827,-0.0468
2020-3-23,Minneapolis,-0.0573,-0.0819,-0.0625,-0.0372
2020-3-23,Tampa,-0.0199,-0.057,-0.022,0.0163
2020-3-23,New Orleans,-0.115,-0.133,-0.107,-0.0979
2020-3-23,Wichita,-0.00506,.,.,.
2020-3-23,Cleveland,-0.0711,.,-0.0575,-0.0299
2020-3-23,Bakersfield,-0.0324,-0.0764,-0.0176,-0.029
2020-3-23,Honolulu,-0.132,.,.,.
2020-3-23,Boise,-0.0806,-0.136,.,.
2020-3-23,Salt Lake City,-0.0585,-0.155,-0.0172,-0.0359
2020-3-23,Virginia Beach,.,.,.,.
2020-3-23,Colorado Springs,-0.0385,.,-0.0381,0.00655
2020-3-23,Tulsa,-0.0462,-0.0892,-0.03,-0.0352
2020-3-24,Los Angeles,-0.0671,-0.127,-0.0602,-0.0631
2020-3-24,New York City,-0.103,-0.114,-0.117,-0.0834
2020-3-24,Chicago,-0.0434,-0.0683,-0.048,-0.0207
2020-3-24,Houston,-0.0369,.,-0.0253,-0.0268
2020-3-24,Phoenix,-0.032,-0.0831,-0.0152,-0.0191
2020-3-24,San Diego,-0.0572,-0.136,-0.0442,-0.0396
2020-3-24,Dallas,-0.0187,-0.0662,-0.00291,-0.00082
2020-3-24,Las Vegas,-0.111,.,-0.0976,-0.0556
2020-3-24,Seattle,-0.0572,-0.109,-0.0449,-0.0717
2020-3-24,Fort Worth,-0.0053,-0.0579,0.0189,-0.0000751
2020-3-24,San Antonio,-0.0663,-0.101,-0.0398,-0.0552
2020-3-24,San Jose,-0.0834,-0.129,-0.108,-0.0509
2020-3-24,Detroit,-0.0732,.,.,-0.0433
2020-3-24,Philadelphia,-0.0697,-0.0716,.,-0.0713
2020-3-24,Columbus,-0.0401,-0.0724,.,-0.0246
2020-3-24,Austin,-0.058,-0.144,.,-0.00638
2020-3-24,Charlotte,-0.0521,-0.109,-0.0314,-0.0326
2020-3-24,Indianapolis,-0.0272,-0.0545,-0.022,-0.0107
2020-3-24,Jacksonville,-0.0529,-0.129,-0.0317,.
2020-3-24,Memphis,-0.0347,-0.044,-0.0354,.
2020-3-24,San Francisco,-0.14,-0.104,-0.154,-0.128
2020-3-24,El Paso,-0.0622,-0.0872,.,.
2020-3-24,Baltimore,.,.,.,.
2020-3-24,Portland,-0.105,.,-0.109,-0.0753
2020-3-24,Boston,-0.0981,-0.188,-0.11,-0.0581
2020-3-24,Oklahoma City,-0.0705,-0.109,-0.0436,.
2020-3-24,Louisville,-0.0372,.,-0.0185,-0.027
2020-3-24,Denver,-0.0382,.,.,-0.0364
2020-3-24,Washington,-0.0602,-0.0372,-0.089,-0.0355
2020-3-24,Nashville,-0.0387,-0.0704,-0.0464,0.00153
2020-3-24,Milwaukee,-0.0438,-0.0554,-0.0423,-0.028
2020-3-24,Albuquerque,-0.0165,.,0.00449,-0.0367
2020-3-24,Tucson,-0.0411,-0.054,-0.0301,-0.055
2020-3-24,Fresno,-0.0686,-0.153,.,-0.0245
2020-3-24,Sacramento,-0.0679,-0.143,-0.0546,-0.063
2020-3-24,Atlanta,-0.0774,-0.144,-0.0796,-0.0336
2020-3-24,Kansas City,-0.0442,.,-0.0411,-0.0521
2020-3-24,Miami,-0.0493,-0.0858,-0.0412,-0.0293
2020-3-24,Raleigh,-0.0152,.,0.00173,0.0185
2020-3-24,Omaha,-0.0519,-0.115,.,-0.0316
2020-3-24,Oakland,-0.0834,-0.124,-0.0961,-0.0576
2020-3-24,Minneapolis,-0.0672,-0.0997,-0.0717,-0.0442
2020-3-24,Tampa,-0.0272,-0.0704,-0.0281,0.0118
2020-3-24,New Orleans,-0.127,-0.146,-0.121,-0.105
2020-3-24,Wichita,-0.0095,.,.,.
2020-3-24,Cleveland,-0.0805,.,-0.0654,-0.0361
2020-3-24,Bakersfield,-0.041,-0.0871,-0.0274,-0.0313
2020-3-24,Honolulu,-0.143,.,.,.
2020-3-24,Boise,-0.0942,-0.151,.,.
2020-3-24,Salt Lake City,-0.0656,-0.166,-0.0244,-0.0391
2020-3-24,Virginia Beach,.,.,.,.
2020-3-24,Colorado Springs,-0.0458,.,-0.0465,0.00361
2020-3-24,Tulsa,-0.0521,-0.101,-0.035,-0.0371
2020-3-25,Los Angeles,-0.079,-0.138,-0.0738,-0.0723
2020-3-25,New York City,-0.117,-0.129,-0.133,-0.0929
2020-3-25,Chicago,-0.0508,-0.0806,-0.0552,-0.0254
2020-3-25,Houston,-0.0436,.,-0.0317,-0.0311
2020-3-25,Phoenix,-0.0399,-0.0949,-0.0221,-0.0252
2020-3-25,San Diego,-0.0691,-0.153,-0.0567,-0.0475
2020-3-25,Dallas,-0.026,-0.0762,-0.0111,-0.00422
2020-3-25,Las Vegas,-0.126,.,-0.111,-0.0643
2020-3-25,Seattle,-0.0677,-0.118,-0.0578,-0.0789
2020-3-25,Fort Worth,-0.0129,-0.0701,0.0129,-0.0062
2020-3-25,San Antonio,-0.0743,-0.111,-0.0472,-0.0605
2020-3-25,San Jose,-0.0951,-0.141,-0.124,-0.0584
2020-3-25,Detroit,-0.0866,.,.,-0.0527
2020-3-25,Philadelphia,-0.083,-0.0891,.,-0.0804
2020-3-25,Columbus,-0.0488,-0.0852,.,-0.0305
2020-3-25,Austin,-0.0669,-0.162,.,-0.00882
2020-3-25,Charlotte,-0.061,-0.121,-0.0397,-0.0388
2020-3-25,Indianapolis,-0.0342,-0.0657,-0.0278,-0.0158
2020-3-25,Jacksonville,-0.0597,-0.143,-0.036,.
2020-3-25,Memphis,-0.0426,-0.0559,-0.0411,.
2020-3-25,San Francisco,-0.158,-0.112,-0.177,-0.143
2020-3-25,El Paso,-0.0815,-0.111,.,.
2020-3-25,Baltimore,.,.,.,.
2020-3-25,Portland,-0.117,.,-0.124,-0.0842
2020-3-25,Boston,-0.114,-0.207,-0.131,-0.067
2020-3-25,Oklahoma City,-0.0795,-0.12,-0.0496,.
2020-3-25,Louisville,-0.0459,.,-0.0246,-0.033
2020-3-25,Denver,-0.046,.,.,-0.0413
2020-3-25,Washington,-0.0697,-0.048,-0.101,-0.0418
2020-3-25,Nashville,-0.0469,-0.0814,-0.0545,-0.00482
2020-3-25,Milwaukee,-0.05,-0.0637,-0.0486,-0.0308
2020-3-25,Albuquerque,-0.0268,.,-0.00507,-0.0436
2020-3-25,Tucson,-0.0533,-0.0701,-0.0422,-0.0619
2020-3-25,Fresno,-0.0788,-0.167,.,-0.0312
2020-3-25,Sacramento,-0.0788,-0.159,-0.0666,-0.0701
2020-3-25,Atlanta,-0.0885,-0.159,-0.0927,-0.0396
2020-3-25,Kansas City,-0.0521,.,-0.0518,-0.0588
2020-3-25,Miami,-0.056,-0.0957,-0.0474,-0.0337
2020-3-25,Raleigh,-0.0225,.,-0.00408,0.0151
2020-3-25,Omaha,-0.0572,-0.128,.,-0.0351
2020-3-25,Oakland,-0.0958,-0.137,-0.11,-0.0681
2020-3-25,Minneapolis,-0.0776,-0.118,-0.0815,-0.0513
2020-3-25,Tampa,-0.0348,-0.0843,-0.0344,0.0072
2020-3-25,New Orleans,-0.139,-0.16,-0.134,-0.112
2020-3-25,Wichita,-0.0143,.,.,.
2020-3-25,Cleveland,-0.0899,.,-0.0731,-0.0427
2020-3-25,Bakersfield,-0.05,-0.0979,-0.0377,-0.0336
2020-3-25,Honolulu,-0.154,.,.,.
2020-3-25,Boise,-0.107,-0.166,.,.
2020-3-25,Salt Lake City,-0.073,-0.177,-0.0318,-0.0422
2020-3-25,Virginia Beach,.,.,.,.
2020-3-25,Colorado Springs,-0.0536,.,-0.0552,0.00039
2020-3-25,Tulsa,-0.0581,-0.113,-0.0401,-0.0387
2020-3-26,Los Angeles,-0.091,-0.148,-0.0874,-0.0812
2020-3-26,New York City,-0.131,-0.144,-0.15,-0.102
2020-3-26,Chicago,-0.0586,-0.094,-0.0628,-0.0301
2020-3-26,Houston,-0.0507,.,-0.0383,-0.0356
2020-3-26,Phoenix,-0.0478,-0.107,-0.029,-0.0313
2020-3-26,San Diego,-0.0814,-0.171,-0.0695,-0.0552
2020-3-26,Dallas,-0.0336,-0.0869,-0.0195,-0.00786
2020-3-26,Las Vegas,-0.141,.,-0.125,-0.0728
2020-3-26,Seattle,-0.0783,-0.128,-0.0707,-0.086
2020-3-26,Fort Worth,-0.0209,-0.0829,0.00642,-0.0124
2020-3-26,San Antonio,-0.0827,-0.122,-0.0548,-0.066
2020-3-26,San Jose,-0.107,-0.152,-0.139,-0.0656
2020-3-26,Detroit,-0.101,.,.,-0.0629
2020-3-26,Philadelphia,-0.0965,-0.107,.,-0.0896
2020-3-26,Columbus,-0.0581,-0.0992,.,-0.0366
2020-3-26,Austin,-0.0763,-0.182,.,-0.0119
2020-3-26,Charlotte,-0.0705,-0.135,-0.0486,-0.0451
2020-3-26,Indianapolis,-0.0416,-0.0778,-0.0339,-0.0212
2020-3-26,Jacksonville,-0.067,-0.157,-0.0407,.
2020-3-26,Memphis,-0.0507,-0.0685,-0.0468,.
2020-3-26,San Francisco,-0.176,-0.12,-0.2,-0.156
2020-3-26,El Paso,-0.101,-0.135,.,.
2020-3-26,Baltimore,.,.,.,.
2020-3-26,Portland,-0.13,.,-0.138,-0.0934
2020-3-26,Boston,-0.13,-0.227,-0.152,-0.076
2020-3-26,Oklahoma City,-0.0882,-0.132,-0.0558,.
2020-3-26,Louisville,-0.055,.,-0.0313,-0.0392
2020-3-26,Denver,-0.0541,.,.,-0.0461
2020-3-26,Washington,-0.0791,-0.0583,-0.114,-0.048
2020-3-26,Nashville,-0.0553,-0.0932,-0.0626,-0.0113
2020-3-26,Milwaukee,-0.0568,-0.0727,-0.0553,-0.0336
2020-3-26,Albuquerque,-0.0379,.,-0.0151,-0.0506
2020-3-26,Tucson,-0.0655,-0.0868,-0.0541,-0.0687
2020-3-26,Fresno,-0.0888,-0.181,.,-0.0377
2020-3-26,Sacramento,-0.0895,-0.175,-0.0785,-0.0768
2020-3-26,Atlanta,-0.1,-0.176,-0.106,-0.0455
2020-3-26,Kansas City,-0.0604,.,-0.0631,-0.0655
2020-3-26,Miami,-0.0631,-0.107,-0.0541,-0.0381
2020-3-26,Raleigh,-0.0303,.,-0.0103,0.0115
2020-3-26,Omaha,-0.0626,-0.14,.,-0.0384
2020-3-26,Oakland,-0.108,-0.151,-0.123,-0.0781
2020-3-26,Minneapolis,-0.0883,-0.138,-0.0919,-0.0583
2020-3-26,Tampa,-0.0426,-0.0987,-0.0411,0.0027
2020-3-26,New Orleans,-0.152,-0.174,-0.148,-0.118
2020-3-26,Wichita,-0.0197,.,.,.
2020-3-26,Cleveland,-0.0992,.,-0.0806,-0.0494
2020-3-26,Bakersfield,-0.0592,-0.109,-0.0484,-0.0359
2020-3-26,Honolulu,-0.165,.,.,.
2020-3-26,Boise,-0.12,-0.181,.,.
2020-3-26,Salt Lake City,-0.0805,-0.188,-0.0394,-0.0455
2020-3-26,Virginia Beach,.,.,.,.
2020-3-26,Colorado Springs,-0.062,.,-0.0641,-0.00314
2020-3-26,Tulsa,-0.0641,-0.125,-0.0453,-0.0401
2020-3-27,Los Angeles,-0.103,-0.159,-0.101,-0.0897
2020-3-27,New York City,-0.145,-0.16,-0.167,-0.112
2020-3-27,Chicago,-0.0668,-0.108,-0.0708,-0.0348
2020-3-27,Houston,-0.058,.,-0.0452,-0.0402
